batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five_overs_runs,runs_x
Sri Lanka,Bangladesh,Colombo,80,45,5,6.4,40.0,159
South Africa,India,Chandigarh,32,91,9,6.620689655172414,32.0,149
New Zealand,Pakistan,Barbados,98,33,6,6.758620689655173,38.0,133
South Africa,Sri Lanka,Cape Town,98,48,9,8.166666666666666,42.0,169
West Indies,Australia,Colombo,124,35,7,8.75294117647059,35.0,191
New Zealand,Sri Lanka,Auckland,96,35,5,6.776470588235294,41.0,179
England,West Indies,Mumbai,23,100,10,6.9,23.0,182
South Africa,England,Mumbai,31,103,10,10.941176470588236,31.0,229
Bangladesh,India,Colombo,45,78,7,6.428571428571429,29.0,166
India,Afghanistan,Colombo,9,113,10,7.714285714285714,9.0,159
West Indies,Pakistan,St Lucia,101,44,8,7.973684210526316,41.0,150
West Indies,Pakistan,St Lucia,118,26,7,7.531914893617022,35.0,150
New Zealand,West Indies,Auckland,4,115,10,4.8,4.0,189
Bangladesh,Pakistan,Pallekele,61,84,8,10.166666666666666,48.0,175
Sri Lanka,England,Chittagong,117,36,9,8.357142857142858,56.0,189
South Africa,Australia,Centurion,80,50,7,6.857142857142857,36.0,156
Bangladesh,India,Colombo,1,118,10,3.0,1.0,166
Bangladesh,Sri Lanka,Colombo,133,16,5,7.673076923076923,44.0,155
Australia,Sri Lanka,Adelaide,79,71,10,9.673469387755102,48.0,187
Sri Lanka,Australia,Pallekele,104,37,7,7.518072289156627,34.0,198
India,South Africa,Johannesburg,149,36,7,10.642857142857142,43.0,203
Pakistan,England,Dubai,43,65,6,4.6909090909090905,27.0,129
Australia,India,Melbourne,14,108,10,7.0,14.0,131
South Africa,India,Johannesburg,64,79,9,9.365853658536585,37.0,219
England,New Zealand,Auckland,166,30,7,11.066666666666666,56.0,214
South Africa,India,Nottingham,31,100,9,9.3,31.0,130
Bangladesh,West Indies,Lauderhill,22,100,9,6.6,22.0,171
India,Australia,Adelaide,135,28,8,8.804347826086957,50.0,188
Bangladesh,Australia,Mirpur,70,58,8,6.774193548387097,49.0,153
South Africa,Pakistan,Johannesburg,128,14,5,7.245283018867925,32.0,153
Australia,India,Melbourne,76,53,6,6.8059701492537314,33.0,131
Bangladesh,Australia,Mirpur,88,49,8,7.436619718309859,46.0,153
New Zealand,England,Christchurch,65,62,8,6.724137931034483,41.0,153
Bangladesh,India,Mirpur,51,69,7,6.0,31.0,138
India,Bangladesh,Bangalore,60,59,8,5.901639344262295,32.0,146
South Africa,England,Centurion,8,108,10,4.0,8.0,241
Pakistan,Bangladesh,Mirpur,43,73,10,5.48936170212766,37.0,141
India,South Africa,Centurion,152,16,6,8.76923076923077,51.0,188
England,New Zealand,Hamilton,132,25,6,8.336842105263157,26.0,194
West Indies,England,London,111,18,5,6.529411764705882,33.0,125
India,England,Bangalore,179,9,6,9.675675675675675,57.0,202
South Africa,Australia,Centurion,117,5,3,6.104347826086957,35.0,128
Australia,England,Manchester,31,95,10,7.44,31.0,145
New Zealand,England,Hamilton,188,0,4,9.4,57.0,192
Bangladesh,Pakistan,Pallekele,156,12,6,8.666666666666666,37.0,175
New Zealand,Pakistan,Chandigarh,116,40,8,8.7,43.0,180
South Africa,Sri Lanka,Johannesburg,45,76,9,6.136363636363637,36.0,198
Sri Lanka,India,Mumbai,10,104,9,3.75,10.0,135
Australia,South Africa,Johannesburg,89,66,8,9.88888888888889,39.0,196
Pakistan,Australia,Dubai,58,40,3,4.35,18.0,96
South Africa,England,Manchester,49,82,6,7.7368421052631575,35.0,77
New Zealand,Sri Lanka,Johannesburg,102,45,6,8.16,47.0,164
West Indies,England,London,62,85,9,10.628571428571428,53.0,208
South Africa,England,Manchester,36,98,8,9.818181818181818,36.0,77
South Africa,England,Cape Town,11,106,10,4.714285714285714,11.0,191
England,Australia,Southampton,75,60,7,7.5,27.0,162
England,Australia,Cape Town,127,17,4,7.398058252427185,40.0,135
New Zealand,South Africa,Hamilton,50,82,9,7.894736842105263,39.0,173
India,England,Cardiff,36,77,7,5.023255813953488,28.0,148
India,England,Colombo,15,109,10,8.181818181818182,15.0,170
Sri Lanka,Pakistan,Abu Dhabi,36,87,8,6.545454545454546,35.0,102
India,New Zealand,Wellington,93,42,6,7.153846153846154,34.0,149
Australia,South Africa,Durban,52,92,9,11.142857142857142,52.0,157
South Africa,Pakistan,Johannesburg,115,30,8,7.666666666666667,53.0,188
New Zealand,Pakistan,Dubai,23,106,10,9.857142857142858,23.0,153
Australia,Sri Lanka,Sydney,47,71,8,5.755102040816326,26.0,137
West Indies,England,Pallekele,47,83,10,7.621621621621622,41.0,179
West Indies,Pakistan,St Lucia,143,1,3,7.2100840336134455,25.0,150
Afghanistan,West Indies,St Kitts,92,35,7,6.4941176470588236,33.0,146
Pakistan,Australia,Dubai,3,114,10,3.0,3.0,96
South Africa,West Indies,London,159,21,6,9.636363636363637,56.0,183
Pakistan,Bangladesh,St Lucia,125,35,10,8.823529411764707,50.0,172
West Indies,England,Barbados,112,35,8,7.905882352941177,43.0,170
Australia,India,Chandigarh,100,42,6,7.6923076923076925,27.0,160
Australia,Pakistan,Chandigarh,17,107,10,7.846153846153846,17.0,193
England,Sri Lanka,Delhi,50,72,9,6.25,42.0,171
West Indies,New Zealand,Wellington,137,14,5,7.754716981132075,51.0,159
Bangladesh,India,Colombo,80,49,6,6.76056338028169,36.0,166
West Indies,Sri Lanka,Colombo,152,5,4,7.930434782608696,32.0,162
South Africa,Australia,Centurion,44,79,8,6.439024390243903,30.0,156
South Africa,Bangladesh,Mirpur,104,48,7,8.666666666666666,39.0,169
India,England,Colombo,97,42,8,7.461538461538462,31.0,170
New Zealand,Sri Lanka,Wellington,153,11,4,8.422018348623853,29.0,162
South Africa,Australia,Cape Town,123,30,7,8.2,36.0,178
West Indies,Australia,Barbados,10,114,10,10.0,10.0,160
Bangladesh,India,Mirpur,91,43,5,7.090909090909091,37.0,120
Bangladesh,West Indies,Lauderhill,31,105,10,12.4,31.0,184
Pakistan,India,Mirpur,38,79,9,5.560975609756097,29.0,130
Australia,South Africa,Johannesburg,34,74,8,4.434782608695652,27.0,147
Pakistan,South Africa,Centurion,74,73,9,9.446808510638299,45.0,195
England,South Africa,Nottingham,88,31,3,5.932584269662922,41.0,111
England,India,London,46,80,9,6.9,43.0,153
India,New Zealand,Wellington,41,87,8,7.454545454545454,40.0,149
South Africa,Afghanistan,Barbados,87,41,6,6.6075949367088604,25.0,139
England,Australia,Southampton,102,51,6,8.869565217391305,50.0,179
South Africa,Bangladesh,Mirpur,148,1,6,7.46218487394958,43.0,148
New Zealand,Pakistan,Barbados,35,94,9,8.076923076923077,35.0,133
Australia,England,Sydney,194,11,5,10.678899082568808,45.0,221
Australia,India,Sydney,77,56,7,7.21875,28.0,164
South Africa,Sri Lanka,Colombo,44,65,7,4.8,31.0,115
New Zealand,England,London,161,25,7,10.16842105263158,46.0,201
New Zealand,Bangladesh,Mount Maunganui,154,29,7,10.153846153846153,66.0,195
Pakistan,New Zealand,Auckland,179,12,8,9.944444444444445,55.0,201
Pakistan,New Zealand,Christchurch,115,33,6,7.931034482758621,30.0,183
Sri Lanka,New Zealand,Auckland,27,93,9,6.0,27.0,142
Sri Lanka,England,St Lucia,39,78,7,5.571428571428571,28.0,128
England,New Zealand,Manchester,94,55,7,8.676923076923076,35.0,191
Pakistan,Australia,Abu Dhabi,87,51,9,7.565217391304348,39.0,155
Sri Lanka,Pakistan,Dubai,22,97,9,5.739130434782608,22.0,145
Pakistan,Sri Lanka,Colombo,117,29,7,7.714285714285714,41.0,175
Australia,India,Chandigarh,5,113,10,4.285714285714286,5.0,160
Bangladesh,Sri Lanka,Chittagong,55,65,5,6.0,17.0,120
West Indies,Australia,St Lucia,50,77,8,6.976744186046512,28.0,105
India,England,Mumbai,21,99,9,6.0,21.0,177
Bangladesh,Pakistan,Lahore,26,96,10,6.5,26.0,141
Australia,South Africa,Cape Town,122,46,9,9.891891891891891,33.0,193
Afghanistan,West Indies,St Kitts,43,62,6,4.448275862068965,17.0,110
South Africa,Pakistan,Colombo,88,27,6,5.67741935483871,39.0,133
Australia,India,Sydney,139,28,7,9.065217391304348,44.0,194
India,England,Cardiff,17,98,9,4.636363636363637,17.0,148
Sri Lanka,West Indies,Bangalore,106,14,4,6.0,39.0,122
Pakistan,Australia,Dubai,13,102,8,4.333333333333333,13.0,96
India,Sri Lanka,Pallekele,129,21,7,7.818181818181818,47.0,155
South Africa,Australia,Centurion,43,78,8,6.142857142857143,30.0,128
New Zealand,England,Christchurch,130,17,6,7.572815533980583,45.0,153
South Africa,West Indies,London,10,107,10,4.615384615384615,10.0,183
India,South Africa,Durban,18,106,10,7.714285714285714,18.0,168
South Africa,Sri Lanka,Colombo,1,116,10,1.5,1.0,115
England,West Indies,Barbados,65,83,10,10.54054054054054,56.0,165
Australia,Sri Lanka,Adelaide,171,14,8,9.679245283018869,51.0,187
Pakistan,Australia,Colombo,47,67,8,5.320754716981132,32.0,149
Sri Lanka,England,London,30,93,8,6.666666666666667,30.0,183
England,Pakistan,Dubai,54,69,9,6.352941176470588,42.0,148
West Indies,New Zealand,Lauderhill,22,110,9,13.2,22.0,177
Pakistan,England,Cardiff,26,77,6,3.627906976744186,13.0,89
England,Australia,Cardiff,8,113,10,6.857142857142857,8.0,182
Sri Lanka,India,Colombo,65,76,8,8.863636363636363,38.0,152
Pakistan,New Zealand,Hamilton,35,81,8,5.384615384615385,23.0,168
West Indies,Sri Lanka,Pallekele,27,80,8,4.05,23.0,129
Australia,Pakistan,Dubai,110,59,10,10.819672131147541,68.0,168
Pakistan,South Africa,St Lucia,48,63,7,5.052631578947368,30.0,148
Australia,Sri Lanka,Adelaide,5,116,10,7.5,5.0,233
South Africa,Australia,Melbourne,97,6,3,5.105263157894737,31.0,101
Bangladesh,Sri Lanka,Colombo,118,28,5,7.695652173913044,37.0,155
New Zealand,Pakistan,Chandigarh,37,93,10,8.222222222222221,37.0,180
South Africa,Pakistan,Johannesburg,90,46,8,7.297297297297297,41.0,188
West Indies,England,London,49,87,9,8.909090909090908,42.0,169
England,South Africa,Johannesburg,157,22,7,9.612244897959183,68.0,171
Sri Lanka,New Zealand,Auckland,53,63,5,5.578947368421052,25.0,115
Bangladesh,Australia,Mirpur,134,13,6,7.514018691588785,35.0,153
England,New Zealand,Christchurch,88,55,6,8.123076923076923,23.0,193
England,West Indies,Barbados,9,113,10,7.714285714285714,9.0,165
Bangladesh,Pakistan,Cape Town,86,52,7,7.588235294117647,34.0,140
Pakistan,South Africa,Cape Town,40,79,9,5.853658536585366,36.0,176
India,New Zealand,Wellington,36,91,8,7.448275862068965,36.0,149
Sri Lanka,Australia,Melbourne,7,109,10,3.8181818181818183,7.0,161
Australia,South Africa,Johannesburg,1,115,10,1.2,1.0,166
England,Australia,Cardiff,73,54,8,6.636363636363637,46.0,182
England,Australia,Southampton,94,59,8,9.245901639344263,50.0,179
Pakistan,Sri Lanka,Johannesburg,55,69,7,6.470588235294118,33.0,189
Pakistan,New Zealand,Dubai,89,50,8,7.628571428571429,38.0,153
West Indies,India,Kolkata,79,20,3,4.74,26.0,109
India,Australia,Melbourne,34,77,5,4.744186046511628,20.0,74
South Africa,New Zealand,Auckland,1,118,10,3.0,1.0,165
Sri Lanka,England,Southampton,129,17,3,7.514563106796117,43.0,140
Sri Lanka,England,St Lucia,11,109,9,6.0,11.0,128
India,Bangladesh,Nagpur,3,115,10,3.6,3.0,174
Sri Lanka,Bangladesh,Chittagong,144,12,4,8.0,30.0,168
Sri Lanka,West Indies,Mirpur,40,98,10,10.909090909090908,40.0,160
Australia,Pakistan,Dubai,12,103,9,4.235294117647059,12.0,89
England,Australia,Melbourne,41,85,7,7.0285714285714285,29.0,137
West Indies,India,Lauderhill,87,12,3,4.833333333333333,24.0,95
Pakistan,Bangladesh,Mirpur,50,64,9,5.357142857142857,30.0,141
West Indies,New Zealand,Auckland,26,79,9,3.8048780487804876,18.0,126
India,New Zealand,Hamilton,6,112,10,4.5,6.0,179
New Zealand,Sri Lanka,Pallekele,43,84,10,7.166666666666667,41.0,174
England,Pakistan,Dubai,84,45,9,6.72,40.0,148
Bangladesh,West Indies,St Kitts,102,52,5,9.0,42.0,143
India,New Zealand,Wellington,136,4,4,7.0344827586206895,41.0,149
England,India,London,148,1,3,7.46218487394958,45.0,153
Afghanistan,West Indies,St Kitts,25,98,9,6.818181818181818,25.0,110
New Zealand,Sri Lanka,Mount Maunganui,116,37,9,8.385542168674698,32.0,182
West Indies,Sri Lanka,Colombo,16,98,10,4.363636363636363,16.0,162
West Indies,New Zealand,Auckland,92,19,5,5.465346534653466,28.0,126
Australia,Sri Lanka,Melbourne,89,47,8,7.315068493150685,36.0,168
South Africa,West Indies,Nagpur,10,110,9,6.0,10.0,122
Australia,India,Sydney,80,59,8,7.868852459016393,31.0,171
New Zealand,India,Nagpur,32,90,8,6.4,32.0,126
West Indies,Afghanistan,St Kitts,78,58,8,7.548387096774194,26.0,112
Sri Lanka,New Zealand,Chittagong,25,104,9,9.375,25.0,119
Pakistan,Bangladesh,Mirpur,79,55,7,7.292307692307692,30.0,190
Pakistan,Australia,Dubai,26,97,9,6.782608695652174,26.0,151
Bangladesh,Sri Lanka,Mirpur,43,82,7,6.7894736842105265,41.0,147
South Africa,Sri Lanka,Johannesburg,13,104,10,4.875,13.0,198
South Africa,Australia,Cape Town,25,92,8,5.357142857142857,25.0,146
Sri Lanka,South Africa,Chittagong,21,107,9,9.692307692307692,21.0,165
New Zealand,South Africa,Durban,91,57,9,8.666666666666666,41.0,151
West Indies,Pakistan,Mirpur,113,17,5,6.58252427184466,38.0,166
New Zealand,Sri Lanka,Lauderhill,94,24,5,5.875,36.0,120
India,West Indies,London,28,95,8,6.72,28.0,153
Sri Lanka,Australia,Pallekele,119,39,7,8.814814814814815,44.0,157
New Zealand,England,Christchurch,76,54,7,6.909090909090909,37.0,153
Pakistan,South Africa,Cape Town,131,29,8,8.637362637362637,65.0,176
England,New Zealand,Christchurch,13,107,10,6.0,13.0,193
West Indies,New Zealand,Lauderhill,124,24,6,7.75,39.0,177
New Zealand,West Indies,Auckland,50,86,9,8.823529411764707,46.0,189
South Africa,Sri Lanka,Colombo,51,54,6,4.636363636363637,28.0,115
West Indies,Sri Lanka,Colombo,75,68,8,8.653846153846153,58.0,162
India,South Africa,St Lucia,129,21,7,7.818181818181818,46.0,186
England,New Zealand,Christchurch,171,10,6,9.327272727272728,56.0,193
India,Pakistan,Johannesburg,115,23,6,7.11340206185567,31.0,157
Sri Lanka,Australia,Cape Town,44,59,3,4.327868852459017,23.0,101
New Zealand,India,Auckland,70,58,6,6.774193548387097,28.0,158
Sri Lanka,West Indies,Nottingham,67,82,10,10.578947368421053,55.0,192
Pakistan,New Zealand,Auckland,87,52,7,7.676470588235294,35.0,171
India,Bangladesh,Nottingham,18,103,10,6.352941176470588,18.0,180
Sri Lanka,Bangladesh,Pallekele,72,76,9,9.818181818181818,40.0,198
England,New Zealand,Auckland,36,98,8,9.818181818181818,36.0,184
New Zealand,Pakistan,Barbados,41,84,9,6.833333333333333,28.0,133
England,Australia,Southampton,119,19,5,7.069306930693069,36.0,145
Sri Lanka,Pakistan,London,48,64,6,5.142857142857143,19.0,138
New Zealand,Australia,Auckland,127,17,2,7.398058252427185,27.0,150
Afghanistan,India,St Lucia,3,114,10,3.0,3.0,115
Bangladesh,West Indies,Lauderhill,167,3,6,8.564102564102564,59.0,171
South Africa,England,Cape Town,63,77,9,8.790697674418604,53.0,179
Pakistan,New Zealand,Dubai,109,38,6,7.975609756097561,45.0,161
South Africa,West Indies,Johannesburg,205,19,6,12.178217821782178,67.0,231
Australia,West Indies,London,3,112,8,2.25,3.0,169
England,Sri Lanka,Colombo,148,31,5,9.97752808988764,60.0,187
West Indies,England,Barbados,30,99,10,8.571428571428571,30.0,170
India,West Indies,Mumbai,4,117,10,8.0,4.0,240
West Indies,New Zealand,Wellington,134,16,6,7.730769230769231,50.0,159
New Zealand,India,Auckland,97,56,9,9.09375,37.0,203
England,Australia,Cardiff,139,27,8,8.96774193548387,66.0,182
Australia,South Africa,Johannesburg,89,38,5,6.512195121951219,26.0,166
Australia,Pakistan,Dubai,56,46,5,4.54054054054054,17.0,89
India,England,Mumbai,64,78,8,9.142857142857142,53.0,177
New Zealand,Pakistan,Chandigarh,18,106,10,7.714285714285714,18.0,180
South Africa,Australia,Johannesburg,152,18,5,8.941176470588236,44.0,204
New Zealand,Sri Lanka,Auckland,105,27,4,6.774193548387097,47.0,179
Afghanistan,West Indies,St Kitts,134,8,5,7.178571428571429,49.0,146
India,South Africa,Durban,137,23,5,8.474226804123711,50.0,168
South Africa,West Indies,Cape Town,123,26,7,7.851063829787234,38.0,165
West Indies,Australia,St Lucia,46,78,8,6.571428571428571,26.0,105
England,Australia,Southampton,35,102,10,11.666666666666666,35.0,162
Bangladesh,West Indies,Lauderhill,37,102,10,12.333333333333334,37.0,184
Australia,India,Sydney,111,27,6,7.161290322580645,33.0,164
Sri Lanka,England,London,183,1,4,9.22689075630252,61.0,183
Sri Lanka,Pakistan,Dubai,55,80,10,8.25,40.0,211
Afghanistan,West Indies,St Kitts,73,17,2,4.252427184466019,21.0,110
India,England,Cardiff,115,12,5,6.388888888888889,33.0,148
Pakistan,Bangladesh,Mirpur,126,33,7,8.689655172413794,54.0,190
Pakistan,Australia,Abu Dhabi,124,25,7,7.831578947368421,43.0,155
India,Pakistan,Johannesburg,65,61,8,6.610169491525424,26.0,157
Bangladesh,India,Mirpur,105,22,5,6.428571428571429,36.0,138
West Indies,Pakistan,St Lucia,31,93,9,6.888888888888889,31.0,150
Sri Lanka,Bangladesh,Chittagong,56,87,9,10.181818181818182,49.0,168
New Zealand,India,Auckland,50,90,10,10.0,46.0,203
Pakistan,Australia,St Lucia,47,80,10,7.05,44.0,191
Bangladesh,Pakistan,Lahore,80,41,7,6.075949367088608,37.0,136
South Africa,New Zealand,London,99,20,5,5.94,36.0,128
Sri Lanka,Pakistan,Lahore,82,51,6,7.130434782608695,32.0,147
New Zealand,South Africa,Hamilton,33,99,10,9.428571428571429,33.0,173
India,New Zealand,Mount Maunganui,140,18,7,8.235294117647058,39.0,163
Pakistan,England,Barbados,41,86,9,7.235294117647059,34.0,147
Australia,India,Mumbai,74,66,8,8.222222222222221,39.0,166
New Zealand,Australia,Auckland,46,96,10,11.5,46.0,150
Sri Lanka,Pakistan,Abu Dhabi,51,70,7,6.12,22.0,102
New Zealand,India,Nagpur,67,47,6,5.506849315068493,28.0,126
West Indies,India,Lauderhill,227,9,7,12.27027027027027,39.0,245
England,Pakistan,Abu Dhabi,89,25,5,5.621052631578947,24.0,129
Pakistan,South Africa,Dubai,48,52,5,4.235294117647059,27.0,98
Bangladesh,Pakistan,Lahore,54,68,10,6.230769230769231,34.0,141
South Africa,New Zealand,Auckland,170,13,6,9.532710280373832,53.0,185
Pakistan,New Zealand,Auckland,32,76,6,4.363636363636363,18.0,153
India,South Africa,Durban,33,95,9,7.92,33.0,168
West Indies,England,London,178,21,6,10.787878787878787,63.0,208
Sri Lanka,New Zealand,Nottingham,105,36,7,7.5,34.0,158
England,Australia,Melbourne,63,69,5,7.411764705882353,33.0,130
England,New Zealand,Manchester,187,2,3,9.508474576271187,50.0,191
Australia,England,Melbourne,80,50,6,6.857142857142857,17.0,147
New Zealand,India,Nagpur,34,81,8,5.230769230769231,21.0,126
Pakistan,West Indies,Trinidad,51,57,7,4.857142857142857,24.0,132
Sri Lanka,West Indies,Bangalore,49,66,5,5.444444444444445,19.0,122
New Zealand,Australia,Sydney,33,80,7,4.95,19.0,117
Australia,India,Melbourne,35,87,7,6.363636363636363,33.0,132
South Africa,West Indies,Durban,111,44,9,8.763157894736842,25.0,195
Sri Lanka,England,Southampton,154,9,3,8.324324324324325,37.0,163
Pakistan,Sri Lanka,Colombo,48,88,8,9.0,48.0,172
New Zealand,Bangladesh,Mount Maunganui,89,57,7,8.476190476190476,42.0,195
England,West Indies,Mumbai,42,89,9,8.129032258064516,41.0,182
Australia,India,Melbourne,87,47,6,7.1506849315068495,35.0,131
New Zealand,Pakistan,Dubai,56,63,8,5.894736842105263,24.0,144
West Indies,Bangladesh,Mirpur,150,13,8,8.411214953271028,48.0,171
New Zealand,Sri Lanka,Lauderhill,9,95,6,2.16,9.0,81
Pakistan,West Indies,Trinidad,32,85,9,5.485714285714286,32.0,132
West Indies,Sri Lanka,Colombo,118,9,4,6.378378378378378,46.0,137
England,West Indies,Trinidad,82,54,6,7.454545454545454,33.0,121
Sri Lanka,India,Mumbai,83,44,5,6.552631578947368,31.0,135
England,Australia,Southampton,67,73,8,8.553191489361701,47.0,179
Pakistan,New Zealand,Hamilton,31,90,8,6.2,31.0,163
Sri Lanka,South Africa,Delhi,89,36,4,6.357142857142857,18.0,120
Pakistan,Sri Lanka,Colombo,6,113,9,5.142857142857143,6.0,172
Australia,South Africa,Melbourne,140,38,7,10.24390243902439,47.0,182
Sri Lanka,South Africa,Chittagong,88,51,7,7.6521739130434785,32.0,165
Australia,Pakistan,Melbourne,86,43,4,6.701298701298701,20.0,127
India,England,Nagpur,117,21,7,7.090909090909091,36.0,144
South Africa,India,Johannesburg,80,63,9,8.421052631578947,39.0,219
New Zealand,South Africa,Centurion,75,67,8,8.49056603773585,46.0,177
West Indies,New Zealand,Lauderhill,152,19,8,9.029702970297029,60.0,209
New Zealand,Bangladesh,Pallekele,158,13,8,8.85981308411215,50.0,191
South Africa,West Indies,Cape Town,138,17,6,8.03883495145631,44.0,165
New Zealand,England,Wellington,109,47,9,8.95890410958904,53.0,196
South Africa,Afghanistan,Mumbai,17,110,10,10.2,17.0,209
England,South Africa,Barbados,148,12,5,8.222222222222221,35.0,168
New Zealand,England,Auckland,83,89,9,16.06451612903226,83.0,146
South Africa,New Zealand,London,121,8,4,6.482142857142857,44.0,128
India,New Zealand,Delhi,117,39,10,8.666666666666666,51.0,202
West Indies,New Zealand,Auckland,143,40,5,10.725,54.0,180
England,West Indies,London,13,109,9,7.090909090909091,13.0,161
India,West Indies,Trinidad,42,86,9,7.411764705882353,39.0,159
Sri Lanka,India,Mirpur,41,68,7,4.730769230769231,26.0,138
India,Australia,Durban,11,100,10,3.3,11.0,188
Sri Lanka,South Africa,Cape Town,58,69,7,6.823529411764706,42.0,134
South Africa,West Indies,Nagpur,91,30,5,6.066666666666666,34.0,122
Sri Lanka,New Zealand,Chittagong,100,15,3,5.714285714285714,25.0,119
New Zealand,West Indies,Auckland,95,46,7,7.702702702702703,39.0,155
Pakistan,South Africa,Dubai,29,73,6,3.702127659574468,20.0,98
South Africa,Sri Lanka,Johannesburg,142,24,8,8.875,60.0,198
Pakistan,Australia,Dubai,65,73,10,8.297872340425531,50.0,150
New Zealand,South Africa,Hamilton,172,1,6,8.672268907563025,58.0,173
England,New Zealand,Hamilton,124,35,6,8.75294117647059,39.0,194
Pakistan,New Zealand,Auckland,136,23,6,8.412371134020619,49.0,171
New Zealand,England,Wellington,99,29,6,6.527472527472527,35.0,139
Australia,South Africa,Johannesburg,28,84,8,4.666666666666667,25.0,147
Pakistan,South Africa,Dubai,13,91,7,2.689655172413793,13.0,98
England,South Africa,Nottingham,30,74,7,3.9130434782608696,16.0,111
Sri Lanka,West Indies,Nottingham,168,17,8,9.78640776699029,44.0,192
Pakistan,Australia,Sydney,1,116,9,1.5,1.0,107
India,England,Cardiff,12,104,9,4.5,12.0,148
India,New Zealand,Mount Maunganui,142,14,7,8.037735849056604,41.0,163
Australia,Sri Lanka,Nottingham,128,15,4,7.314285714285714,48.0,159
South Africa,England,Southampton,68,53,7,6.08955223880597,25.0,142
England,West Indies,Barbados,6,115,10,7.2,6.0,152
Australia,Sri Lanka,Melbourne,100,35,8,7.0588235294117645,32.0,168
South Africa,Australia,Cape Town,4,111,9,2.6666666666666665,4.0,146
Sri Lanka,West Indies,Nottingham,188,5,6,9.808695652173913,46.0,192
South Africa,England,Southampton,113,16,7,6.519230769230769,38.0,142
New Zealand,India,Wellington,86,70,9,10.32,45.0,219
West Indies,India,Lauderhill,123,16,2,7.096153846153846,27.0,143
Australia,Pakistan,St Lucia,56,78,9,8.0,43.0,191
South Africa,New Zealand,Johannesburg,65,80,10,9.75,44.0,133
Bangladesh,Sri Lanka,Chittagong,92,22,3,5.63265306122449,29.0,120
Afghanistan,West Indies,Nagpur,90,21,4,5.454545454545454,35.0,123
New Zealand,Pakistan,Cape Town,29,96,10,7.25,29.0,143
New Zealand,England,Durban,158,3,2,8.102564102564102,46.0,164
Australia,England,Southampton,86,46,6,6.972972972972973,38.0,157
India,England,Cardiff,67,54,7,6.090909090909091,36.0,148
South Africa,England,Cape Town,3,116,10,4.5,3.0,191
Australia,Pakistan,Dubai,42,72,8,5.25,29.0,89
Sri Lanka,West Indies,Nottingham,172,14,6,9.735849056603774,46.0,192
Afghanistan,Sri Lanka,Kolkata,50,57,7,4.761904761904762,15.0,153
West Indies,Australia,St Lucia,71,49,7,6.0,29.0,150
New Zealand,England,Pallekele,42,78,7,6.0,33.0,148
England,Sri Lanka,Delhi,162,4,6,8.379310344827585,63.0,171
New Zealand,Australia,Wellington,109,17,5,6.349514563106796,50.0,118
Bangladesh,West Indies,Lauderhill,48,99,10,13.714285714285714,48.0,184
New Zealand,Pakistan,Dubai,36,82,7,5.684210526315789,26.0,135
Australia,South Africa,Johannesburg,108,51,8,9.391304347826088,31.0,196
New Zealand,England,Wellington,127,31,5,8.561797752808989,31.0,176
Bangladesh,West Indies,Lauderhill,151,18,5,8.882352941176471,40.0,184
India,Bangladesh,Mirpur,44,70,7,5.28,27.0,166
West Indies,India,Kolkata,63,31,3,4.247191011235955,15.0,109
South Africa,Pakistan,Dubai,62,65,9,6.763636363636364,30.0,150
West Indies,South Africa,Johannesburg,180,20,7,10.8,49.0,205
Sri Lanka,New Zealand,Nottingham,137,14,6,7.754716981132075,44.0,158
India,New Zealand,Hamilton,21,104,10,7.875,21.0,179
South Africa,Sri Lanka,Johannesburg,43,79,9,6.2926829268292686,34.0,198
West Indies,England,Pallekele,108,50,9,9.257142857142858,60.0,179
England,Australia,Southampton,173,4,4,8.948275862068966,56.0,179
England,Pakistan,Abu Dhabi,29,92,9,6.214285714285714,29.0,129
Pakistan,India,Kolkata,101,25,6,6.378947368421053,47.0,118
West Indies,England,London,177,22,6,10.83673469387755,62.0,208
New Zealand,South Africa,Hamilton,49,83,9,7.945945945945946,38.0,173
Pakistan,Bangladesh,Mirpur,71,63,7,7.473684210526316,28.0,190
Bangladesh,Sri Lanka,Chittagong,102,13,2,5.719626168224299,32.0,120
Bangladesh,Australia,Bangalore,50,70,8,6.0,35.0,156
New Zealand,Pakistan,Dubai,96,37,6,6.9397590361445785,39.0,135
Pakistan,Bangladesh,St Lucia,47,84,10,7.833333333333333,37.0,172
England,West Indies,Mumbai,114,36,8,8.142857142857142,39.0,182
Sri Lanka,Pakistan,Colombo,20,106,10,8.571428571428571,20.0,172
Pakistan,South Africa,Cape Town,102,40,8,7.65,54.0,176
South Africa,Bangladesh,Mirpur,102,51,7,8.869565217391305,44.0,169
Sri Lanka,Pakistan,Dubai,133,34,8,9.279069767441861,50.0,211
England,Afghanistan,Delhi,119,9,3,6.4324324324324325,39.0,142
India,South Africa,Cape Town,61,79,9,8.926829268292684,39.0,172
Sri Lanka,Bangladesh,Pallekele,87,59,7,8.557377049180328,34.0,198
New Zealand,Sri Lanka,Auckland,91,40,5,6.825,45.0,179
Australia,India,Sydney,0,118,10,0.0,0.0,186
Pakistan,Sri Lanka,Lahore,64,68,9,7.384615384615385,38.0,180
New Zealand,England,Pallekele,145,3,5,7.435897435897436,55.0,148
Sri Lanka,New Zealand,Auckland,40,84,7,6.666666666666667,27.0,115
