batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five_overs_runs,runs_x
Pakistan,New Zealand,Wellington,66,27,3,4.258064516129032,25.0,105
South Africa,Afghanistan,Mumbai,107,44,7,8.447368421052632,31.0,209
New Zealand,Pakistan,Cape Town,142,1,2,7.159663865546219,38.0,143
Bangladesh,Australia,Bangalore,139,7,5,7.380530973451328,44.0,156
New Zealand,Sri Lanka,Pallekele,117,16,5,6.75,46.0,142
India,Sri Lanka,Mirpur,124,4,7,6.413793103448276,31.0,130
England,South Africa,Cape Town,91,34,4,6.348837209302325,20.0,134
England,South Africa,Barbados,81,62,9,8.379310344827585,34.0,168
Pakistan,England,Dubai,8,102,10,2.6666666666666665,8.0,129
Sri Lanka,Bangladesh,Pallekele,78,70,8,9.36,40.0,198
India,Bangladesh,Nottingham,147,16,7,8.48076923076923,48.0,180
Pakistan,India,Mirpur,5,111,10,3.3333333333333335,5.0,130
South Africa,Australia,Johannesburg,112,42,9,8.615384615384615,45.0,201
England,New Zealand,Auckland,65,80,8,9.75,53.0,184
Pakistan,India,Kolkata,34,77,10,4.744186046511628,28.0,118
Pakistan,Australia,Colombo,61,59,8,6.0,33.0,149
Australia,England,Barbados,81,40,6,6.075,41.0,147
Pakistan,England,Manchester,62,77,10,8.651162790697674,43.0,195
Sri Lanka,England,Southampton,66,82,10,10.421052631578947,61.0,163
Pakistan,Australia,Sydney,88,44,7,6.947368421052632,39.0,107
South Africa,Australia,Centurion,38,80,8,5.7,24.0,156
West Indies,New Zealand,Auckland,97,59,5,9.540983606557377,38.0,180
Afghanistan,Bangladesh,Mirpur,36,86,7,6.352941176470588,35.0,72
Bangladesh,West Indies,St Kitts,95,60,5,9.5,52.0,143
Pakistan,South Africa,Nottingham,31,98,8,8.454545454545455,31.0,149
Pakistan,Bangladesh,Mirpur,8,100,10,2.4,8.0,141
England,Pakistan,Manchester,47,75,9,6.266666666666667,35.0,131
India,South Africa,Cape Town,35,97,9,9.130434782608695,35.0,172
England,New Zealand,Auckland,157,20,4,9.42,59.0,184
West Indies,Pakistan,Mirpur,39,84,8,6.5,34.0,166
Australia,South Africa,Johannesburg,75,47,6,6.164383561643835,42.0,147
England,New Zealand,Hamilton,85,61,8,8.64406779661017,49.0,194
Bangladesh,Australia,Cape Town,120,4,4,6.206896551724138,31.0,123
Sri Lanka,England,Pallekele,65,65,9,7.090909090909091,31.0,169
England,South Africa,Johannesburg,9,108,9,4.5,9.0,202
New Zealand,Pakistan,Cape Town,79,47,8,6.493150684931507,32.0,143
Australia,India,Sydney,16,107,10,7.384615384615385,16.0,197
New Zealand,Pakistan,Wellington,159,17,6,9.262135922330097,49.0,196
Australia,India,Sydney,27,97,10,7.043478260869565,27.0,164
Sri Lanka,Pakistan,Dubai,142,4,5,7.344827586206897,54.0,145
India,Bangladesh,Mirpur,27,87,8,4.909090909090909,25.0,166
Sri Lanka,England,Chittagong,14,105,9,5.6,14.0,189
India,England,Cardiff,51,61,7,5.186440677966102,29.0,148
Pakistan,Australia,Colombo,53,65,8,5.781818181818182,32.0,149
England,Australia,Southampton,47,75,9,6.266666666666667,36.0,145
England,Sri Lanka,Delhi,125,20,7,7.5,44.0,171
Pakistan,South Africa,Cape Town,44,75,8,5.866666666666666,32.0,176
New Zealand,Sri Lanka,Johannesburg,114,34,5,7.953488372093023,37.0,164
India,South Africa,Johannesburg,155,31,6,10.44943820224719,46.0,203
Sri Lanka,England,London,141,18,5,8.294117647058824,51.0,183
West Indies,India,Lauderhill,63,39,5,4.666666666666667,26.0,95
South Africa,Sri Lanka,Cape Town,2,117,10,4.0,2.0,169
Australia,Sri Lanka,Adelaide,232,0,8,11.6,54.0,233
South Africa,England,Southampton,47,77,7,6.558139534883721,23.0,142
Australia,England,Manchester,52,73,9,6.638297872340425,29.0,145
Sri Lanka,Pakistan,Abu Dhabi,68,47,4,5.589041095890411,23.0,102
Pakistan,South Africa,Abu Dhabi,66,46,5,5.351351351351352,26.0,120
Bangladesh,Sri Lanka,Colombo,123,24,5,7.6875,39.0,155
Pakistan,India,Colombo,105,31,5,7.078651685393258,44.0,128
Australia,India,Barbados,94,61,10,9.559322033898304,52.0,184
England,Pakistan,Dubai,25,99,10,7.142857142857143,25.0,150
Bangladesh,West Indies,Lauderhill,73,82,8,11.526315789473685,65.0,184
England,South Africa,Cape Town,10,114,10,10.0,10.0,134
New Zealand,Australia,Christchurch,48,90,9,9.6,44.0,214
India,Bangladesh,Delhi,110,18,5,6.470588235294118,35.0,148
Pakistan,Australia,Dubai,4,116,10,6.0,4.0,151
New Zealand,India,Wellington,167,26,6,10.659574468085106,53.0,219
Pakistan,Australia,Dubai,33,80,6,4.95,20.0,96
Australia,Sri Lanka,Adelaide,229,3,9,11.743589743589743,57.0,233
England,Australia,Melbourne,55,79,7,8.048780487804878,37.0,130
Australia,Pakistan,Johannesburg,158,10,5,8.618181818181819,54.0,164
South Africa,Afghanistan,Mumbai,39,95,9,9.36,39.0,209
West Indies,Australia,St Lucia,6,116,9,9.0,6.0,105
West Indies,New Zealand,Pallekele,26,103,9,9.176470588235293,26.0,139
India,South Africa,Johannesburg,127,51,7,11.043478260869565,48.0,203
Sri Lanka,England,Southampton,159,4,2,8.224137931034482,38.0,163
India,England,Manchester,165,5,2,8.608695652173912,42.0,165
Sri Lanka,India,Mumbai,95,30,4,6.333333333333333,28.0,135
Afghanistan,West Indies,St Kitts,58,35,2,4.094117647058823,16.0,110
Sri Lanka,Australia,Melbourne,16,104,9,6.0,16.0,142
India,Australia,Adelaide,77,62,8,7.9655172413793105,36.0,188
Pakistan,Australia,Colombo,144,5,5,7.51304347826087,37.0,149
South Africa,West Indies,Johannesburg,30,100,8,9.0,30.0,231
Australia,New Zealand,Sydney,129,15,5,7.371428571428571,46.0,150
Pakistan,New Zealand,Auckland,73,56,4,6.84375,15.0,143
Sri Lanka,England,Chittagong,171,8,6,9.160714285714286,47.0,189
India,Bangladesh,Nottingham,64,71,9,7.836734693877551,38.0,180
Pakistan,Australia,Abu Dhabi,132,15,4,7.542857142857143,32.0,155
Australia,England,Melbourne,72,66,8,8.0,35.0,147
New Zealand,Sri Lanka,Lauderhill,97,17,4,5.650485436893204,28.0,120
New Zealand,Australia,Christchurch,82,56,6,7.6875,22.0,214
Pakistan,Australia,Abu Dhabi,6,111,10,4.0,6.0,155
Bangladesh,Pakistan,Lahore,27,88,8,5.0625,26.0,136
England,New Zealand,Auckland,164,15,3,9.371428571428572,52.0,184
South Africa,England,Centurion,114,67,10,12.90566037735849,85.0,241
Pakistan,Australia,Dubai,29,90,9,5.8,25.0,151
Sri Lanka,Pakistan,Colombo,43,89,8,8.32258064516129,42.0,172
New Zealand,South Africa,Hamilton,58,74,9,7.565217391304348,34.0,173
South Africa,England,Cape Town,69,55,7,6.369230769230769,25.0,191
West Indies,Australia,Colombo,147,20,7,8.82,57.0,205
West Indies,Sri Lanka,Pallekele,55,56,8,5.15625,35.0,129
West Indies,Australia,Colombo,70,75,8,9.333333333333334,59.0,191
Bangladesh,New Zealand,Hamilton,18,102,9,6.0,18.0,78
Australia,India,Sydney,110,28,6,7.173913043478261,33.0,164
Pakistan,England,Manchester,143,27,8,9.225806451612904,45.0,195
Australia,South Africa,Johannesburg,103,57,8,9.80952380952381,31.0,196
New Zealand,England,Wellington,82,61,9,8.338983050847459,41.0,196
Pakistan,England,Manchester,5,116,10,7.5,5.0,195
South Africa,India,Johannesburg,188,8,7,10.071428571428571,62.0,219
India,New Zealand,Wellington,102,37,4,7.373493975903615,25.0,165
West Indies,Bangladesh,Johannesburg,15,103,9,5.294117647058823,15.0,164
West Indies,India,Lauderhill,234,7,7,12.424778761061948,44.0,245
New Zealand,Sri Lanka,Wellington,150,15,4,8.571428571428571,31.0,162
West Indies,Australia,St Lucia,52,75,8,6.933333333333334,30.0,105
South Africa,England,Southampton,60,62,7,6.206896551724138,27.0,142
South Africa,Sri Lanka,Cape Town,1,119,10,6.0,1.0,169
New Zealand,England,Durban,72,54,6,6.545454545454546,41.0,164
England,Australia,Cardiff,134,31,8,9.03370786516854,73.0,182
Bangladesh,Sri Lanka,Mirpur,61,57,7,5.809523809523809,29.0,147
Pakistan,Australia,Dubai,80,53,10,7.164179104477612,21.0,150
South Africa,India,Mirpur,49,76,8,6.681818181818182,34.0,172
New Zealand,England,Durban,59,61,6,6.0,31.0,164
West Indies,India,Lauderhill,105,71,10,12.857142857142858,72.0,245
West Indies,New Zealand,Pallekele,43,89,8,8.32258064516129,42.0,139
South Africa,New Zealand,Auckland,81,67,9,9.169811320754716,56.0,185
England,New Zealand,Manchester,29,101,9,9.157894736842104,29.0,191
West Indies,Pakistan,Trinidad,42,83,9,6.8108108108108105,34.0,124
Sri Lanka,India,Mirpur,100,23,5,6.185567010309279,41.0,138
New Zealand,Pakistan,Dubai,49,79,10,7.170731707317073,46.0,144
West Indies,India,Kolkata,9,113,10,7.714285714285714,9.0,109
West Indies,Australia,Sydney,37,80,8,5.55,25.0,138
Australia,India,Melbourne,93,40,6,6.975,39.0,131
South Africa,Sri Lanka,Johannesburg,50,74,9,6.521739130434782,37.0,198
Pakistan,Bangladesh,Mirpur,4,113,10,3.4285714285714284,4.0,141
Sri Lanka,India,Mumbai,85,43,5,6.623376623376624,32.0,135
Bangladesh,West Indies,St Kitts,66,53,3,5.91044776119403,22.0,118
India,England,Colombo,14,110,10,8.4,14.0,170
England,South Africa,Johannesburg,194,2,4,9.864406779661017,46.0,202
India,England,Cardiff,117,11,5,6.440366972477064,35.0,148
England,New Zealand,Auckland,6,115,10,7.2,6.0,184
England,Pakistan,Dubai,137,9,4,7.405405405405405,33.0,150
Sri Lanka,Pakistan,Abu Dhabi,1,116,10,1.5,1.0,124
West Indies,Pakistan,Dubai,86,23,2,5.319587628865979,38.0,115
Pakistan,India,Colombo,85,45,5,6.8,39.0,128
New Zealand,India,Auckland,80,73,9,10.212765957446809,50.0,203
West Indies,Pakistan,Dubai,3,114,9,3.0,3.0,115
India,Australia,Melbourne,72,18,1,4.235294117647059,23.0,74
New Zealand,Sri Lanka,Pallekele,41,86,10,7.235294117647059,39.0,174
West Indies,New Zealand,Lauderhill,34,91,9,7.0344827586206895,34.0,177
Pakistan,Sri Lanka,Lahore,24,99,10,6.857142857142857,24.0,180
England,West Indies,Mumbai,51,81,9,7.846153846153846,42.0,182
Australia,India,Sydney,123,21,5,7.454545454545454,38.0,164
New Zealand,England,London,87,64,9,9.321428571428571,39.0,201
Pakistan,England,Cardiff,38,59,6,3.737704918032787,16.0,89
West Indies,England,Nottingham,167,0,6,8.35,60.0,172
India,England,Manchester,39,93,10,8.666666666666666,39.0,165
Bangladesh,Pakistan,Lahore,117,14,6,6.622641509433962,38.0,136
India,England,Colombo,16,108,10,8.0,16.0,170
Pakistan,Bangladesh,Mirpur,50,66,9,5.555555555555555,34.0,141
New Zealand,England,Wellington,123,13,5,6.897196261682243,35.0,139
India,New Zealand,Mount Maunganui,128,27,8,8.258064516129032,37.0,163
Pakistan,Australia,Dubai,1,118,10,3.0,1.0,150
New Zealand,Sri Lanka,Lauderhill,58,55,7,5.3538461538461535,25.0,120
Australia,Bangladesh,Barbados,57,56,6,5.34375,23.0,141
India,South Africa,Colombo,4,119,10,24.0,4.0,152
Pakistan,New Zealand,Abu Dhabi,99,31,6,6.674157303370786,38.0,148
England,South Africa,Cardiff,38,90,9,7.6,38.0,181
New Zealand,Pakistan,Cape Town,96,33,6,6.620689655172414,30.0,143
New Zealand,South Africa,Centurion,65,78,9,9.285714285714286,57.0,177
New Zealand,England,St Lucia,61,62,8,6.310344827586207,31.0,149
New Zealand,South Africa,Durban,77,58,7,7.451612903225806,27.0,153
Pakistan,South Africa,Abu Dhabi,68,42,5,5.230769230769231,26.0,120
Australia,South Africa,Adelaide,51,70,7,6.12,20.0,144
Pakistan,England,Manchester,183,10,7,9.981818181818182,64.0,195
West Indies,Pakistan,Abu Dhabi,57,52,6,5.029411764705882,31.0,103
Sri Lanka,Bangladesh,Colombo,197,7,6,10.460176991150442,55.0,214
New Zealand,Australia,Christchurch,48,91,9,9.931034482758621,48.0,214
South Africa,India,Johannesburg,213,1,6,10.739495798319327,72.0,219
West Indies,England,London,13,106,10,5.571428571428571,13.0,113
England,Pakistan,Dubai,82,47,9,6.739726027397261,40.0,148
India,New Zealand,Mount Maunganui,58,76,9,7.909090909090909,38.0,163
New Zealand,Sri Lanka,Mount Maunganui,49,96,10,12.25,49.0,182
West Indies,India,Kolkata,76,22,3,4.653061224489796,23.0,109
New Zealand,Pakistan,Dubai,77,47,7,6.328767123287672,19.0,153
New Zealand,South Africa,Centurion,55,82,9,8.68421052631579,48.0,177
Pakistan,India,Mirpur,114,8,5,6.107142857142857,25.0,130
Bangladesh,Pakistan,Lahore,124,8,5,6.642857142857143,40.0,136
West Indies,Sri Lanka,Colombo,18,79,8,2.6341463414634148,17.0,137
West Indies,Australia,Barbados,129,39,6,9.555555555555555,29.0,160
Sri Lanka,Pakistan,Colombo,99,32,8,6.75,41.0,139
Pakistan,India,Mirpur,63,37,3,4.554216867469879,20.0,83
Pakistan,New Zealand,Dubai,15,104,10,5.625,15.0,153
West Indies,Australia,Barbados,77,75,9,10.266666666666667,45.0,160
New Zealand,England,Christchurch,108,27,6,6.967741935483871,35.0,153
Sri Lanka,West Indies,Barbados,34,91,9,7.0344827586206895,34.0,195
South Africa,Australia,Colombo,62,62,7,6.413793103448276,33.0,146
India,England,Nagpur,107,31,7,7.213483146067416,41.0,144
South Africa,New Zealand,Johannesburg,81,67,10,9.169811320754716,47.0,133
South Africa,Pakistan,Colombo,9,107,9,4.153846153846154,9.0,133
Afghanistan,West Indies,St Kitts,48,85,8,8.228571428571428,42.0,146
South Africa,West Indies,Durban,57,89,10,11.03225806451613,56.0,195
West Indies,New Zealand,Pallekele,98,43,5,7.636363636363637,33.0,139
Sri Lanka,England,Southampton,77,64,7,8.25,51.0,140
West Indies,England,London,88,55,8,8.123076923076923,38.0,169
Sri Lanka,New Zealand,Auckland,119,10,2,6.490909090909091,42.0,142
South Africa,Afghanistan,Barbados,135,6,4,7.105263157894737,45.0,139
South Africa,Australia,Cape Town,82,37,7,5.927710843373494,26.0,146
Australia,South Africa,Johannesburg,154,4,3,7.9655172413793105,58.0,166
Australia,India,Barbados,183,3,6,9.384615384615385,38.0,184
Sri Lanka,Pakistan,Colombo,87,40,8,6.525,40.0,139
Sri Lanka,Bangladesh,Chittagong,55,91,9,11.379310344827585,55.0,168
West Indies,Australia,Colombo,110,39,8,8.148148148148149,46.0,205
India,Australia,Mirpur,57,63,7,6.0,22.0,159
Pakistan,Bangladesh,St Lucia,71,67,10,8.037735849056604,37.0,172
Sri Lanka,Australia,Colombo,75,48,6,6.25,24.0,128
Sri Lanka,Bangladesh,Colombo,145,8,4,7.767857142857143,56.0,159
Bangladesh,Australia,Mirpur,44,77,8,6.1395348837209305,39.0,153
Pakistan,New Zealand,Hamilton,32,89,8,6.193548387096774,32.0,163
New Zealand,Australia,Wellington,8,102,9,2.6666666666666665,8.0,118
West Indies,England,Nottingham,48,67,7,5.433962264150943,31.0,172
England,Australia,Southampton,179,0,2,8.95,54.0,179
New Zealand,India,Nagpur,54,62,7,5.586206896551724,27.0,126
England,India,London,92,41,7,6.987341772151899,34.0,153
Sri Lanka,Australia,Pallekele,90,59,7,8.852459016393443,45.0,157
Sri Lanka,South Africa,Delhi,86,39,4,6.37037037037037,17.0,120
West Indies,South Africa,Johannesburg,151,37,9,10.91566265060241,57.0,205
India,England,Colombo,80,60,9,8.0,35.0,170
West Indies,England,London,51,93,9,11.333333333333334,51.0,208
England,Australia,Melbourne,51,73,7,6.51063829787234,29.0,137
New Zealand,Sri Lanka,Pallekele,18,102,8,6.0,18.0,142
India,West Indies,Mumbai,55,83,10,8.91891891891892,52.0,192
West Indies,Australia,Sydney,78,45,4,6.24,32.0,138
New Zealand,Pakistan,Dubai,10,110,9,6.0,10.0,135
Sri Lanka,West Indies,Mirpur,49,82,7,7.7368421052631575,38.0,160
Pakistan,New Zealand,Pallekele,117,43,9,9.116883116883116,50.0,177
Pakistan,Australia,Mirpur,36,84,8,6.0,30.0,191
West Indies,England,London,1,116,10,1.5,1.0,125
England,New Zealand,Manchester,81,64,7,8.678571428571429,47.0,191
West Indies,Pakistan,Barbados,43,61,5,4.372881355932203,11.0,111
New Zealand,India,Hamilton,112,52,9,9.882352941176471,41.0,212
South Africa,Pakistan,Johannesburg,58,70,10,6.96,44.0,188
Bangladesh,India,Colombo,33,91,8,6.827586206896552,33.0,166
India,Pakistan,Durban,85,41,5,6.455696202531645,41.0,141
Australia,Sri Lanka,Adelaide,61,85,10,10.457142857142857,59.0,187
India,New Zealand,Hamilton,31,100,10,9.3,31.0,179
Pakistan,New Zealand,Mount Maunganui,25,102,10,8.333333333333334,25.0,181
Australia,Pakistan,Dubai,26,93,8,5.777777777777778,26.0,89
Sri Lanka,Pakistan,Colombo,102,27,8,6.580645161290323,34.0,139
South Africa,India,Johannesburg,49,69,6,5.764705882352941,29.0,126
South Africa,India,Johannesburg,57,59,6,5.60655737704918,26.0,126
Bangladesh,Sri Lanka,Mirpur,67,48,7,5.583333333333333,23.0,147
Bangladesh,Pakistan,Pallekele,127,35,8,8.964705882352941,48.0,175
New Zealand,Sri Lanka,Colombo,109,29,7,7.186813186813187,43.0,141
New Zealand,India,Wellington,74,77,10,10.325581395348838,56.0,219
Sri Lanka,West Indies,Nottingham,122,49,10,10.309859154929578,48.0,192
Sri Lanka,India,Mirpur,109,15,3,6.228571428571429,36.0,138
New Zealand,India,Johannesburg,185,6,4,9.736842105263158,81.0,190
Sri Lanka,West Indies,Bangalore,45,74,7,5.869565217391305,25.0,122
England,Pakistan,Dubai,148,8,6,7.928571428571429,54.0,160
England,South Africa,Barbados,82,60,9,8.2,33.0,168
Sri Lanka,Pakistan,Lahore,109,40,9,8.175,30.0,165
Australia,Pakistan,Dubai,81,17,3,4.718446601941747,25.0,89
New Zealand,Sri Lanka,Auckland,55,60,5,5.5,25.0,179
West Indies,India,Lauderhill,228,8,7,12.214285714285714,39.0,245
Australia,South Africa,Melbourne,21,105,10,8.4,21.0,182
New Zealand,Pakistan,Dubai,120,16,5,6.923076923076923,42.0,144
New Zealand,West Indies,Auckland,74,58,7,7.161290322580645,25.0,189
Australia,Pakistan,Dubai,47,79,10,6.878048780487805,38.0,168
Australia,Pakistan,Chandigarh,125,33,6,8.620689655172415,49.0,193
New Zealand,South Africa,Hamilton,0,119,10,0.0,0.0,173
South Africa,Bangladesh,Mirpur,126,30,7,8.4,31.0,169
Sri Lanka,India,Colombo,79,59,9,7.770491803278689,25.0,171
Pakistan,England,Barbados,6,119,10,36.0,6.0,147
New Zealand,England,Manchester,78,34,5,5.441860465116279,27.0,123
Sri Lanka,South Africa,Cape Town,90,35,5,6.352941176470588,28.0,134
Bangladesh,Sri Lanka,Chittagong,56,63,5,5.894736842105263,18.0,120
Afghanistan,West Indies,St Kitts,52,77,8,7.255813953488372,37.0,146
South Africa,England,Chittagong,34,97,10,8.869565217391305,34.0,196
Australia,Sri Lanka,Barbados,66,57,6,6.285714285714286,34.0,168
India,England,Cardiff,48,64,7,5.142857142857143,26.0,148
India,South Africa,Johannesburg,104,68,8,12.0,55.0,203
New Zealand,South Africa,Durban,6,111,10,4.0,6.0,153
England,New Zealand,Manchester,144,25,5,9.094736842105263,49.0,191
West Indies,England,London,101,55,8,9.323076923076924,39.0,208
India,New Zealand,Wellington,108,32,4,7.363636363636363,28.0,165
Sri Lanka,Pakistan,Lahore,82,65,10,8.945454545454545,40.0,165
New Zealand,Australia,Sydney,70,35,5,4.9411764705882355,22.0,117
Pakistan,South Africa,Abu Dhabi,80,52,6,7.0588235294117645,36.0,119
Australia,England,Sydney,187,14,5,10.584905660377359,39.0,221
Australia,India,Sydney,29,104,10,10.875,29.0,194
Sri Lanka,Australia,Melbourne,92,35,7,6.4941176470588236,37.0,161
South Africa,West Indies,London,141,29,7,9.296703296703297,54.0,183
Australia,England,Melbourne,100,32,5,6.818181818181818,28.0,147
India,South Africa,St Lucia,43,72,8,5.375,29.0,186
Pakistan,Sri Lanka,Colombo,175,2,6,8.898305084745763,63.0,175
West Indies,England,London,55,75,9,7.333333333333333,37.0,169
Sri Lanka,England,Southampton,105,36,5,7.5,30.0,140
Bangladesh,India,Colombo,39,86,7,6.882352941176471,35.0,166
Australia,India,Melbourne,132,5,3,6.886956521739131,46.0,132
Pakistan,Australia,Dubai,45,90,10,9.0,44.0,150
Sri Lanka,Bangladesh,Colombo,40,73,6,5.1063829787234045,18.0,159
Australia,Sri Lanka,Adelaide,140,43,9,10.909090909090908,61.0,233
England,Pakistan,London,42,91,9,8.689655172413794,42.0,185
New Zealand,Pakistan,London,74,42,4,5.6923076923076925,31.0,99
New Zealand,Bangladesh,Mount Maunganui,46,87,7,8.363636363636363,42.0,195
Sri Lanka,Pakistan,Abu Dhabi,104,44,7,8.210526315789474,27.0,141
Sri Lanka,West Indies,Nottingham,135,38,9,9.878048780487806,51.0,192
India,England,Manchester,14,108,10,7.0,14.0,165
South Africa,Sri Lanka,Johannesburg,2,114,10,2.0,2.0,198
England,New Zealand,Manchester,102,48,6,8.5,34.0,191
Pakistan,Australia,Dubai,136,10,7,7.418181818181818,44.0,151
Pakistan,Bangladesh,Mirpur,116,23,7,7.175257731958763,47.0,141
Sri Lanka,West Indies,Bangalore,56,56,5,5.25,19.0,122
New Zealand,Sri Lanka,Johannesburg,11,108,10,5.5,11.0,164
Pakistan,New Zealand,Dubai,125,19,5,7.425742574257426,29.0,153
South Africa,New Zealand,Auckland,75,65,7,8.181818181818182,37.0,165
Sri Lanka,India,Mirpur,113,14,3,6.39622641509434,39.0,138
Australia,England,Adelaide,122,23,7,7.546391752577319,29.0,157
Pakistan,England,Barbados,61,71,9,7.469387755102041,33.0,147
South Africa,England,Mumbai,218,4,6,11.275862068965518,58.0,229
India,South Africa,Colombo,110,28,6,7.173913043478261,40.0,152
New Zealand,Bangladesh,Mount Maunganui,89,58,7,8.612903225806452,43.0,195
Sri Lanka,India,Colombo,66,71,9,8.081632653061224,45.0,171
New Zealand,England,Durban,25,98,8,6.818181818181818,25.0,164
England,India,Manchester,11,113,10,9.428571428571429,11.0,159
South Africa,Pakistan,Johannesburg,17,105,10,6.8,17.0,153
Bangladesh,West Indies,St Kitts,11,114,10,11.0,11.0,118
Australia,Sri Lanka,Adelaide,62,83,10,10.054054054054054,53.0,187
South Africa,Pakistan,Johannesburg,165,5,7,8.608695652173912,51.0,188
